A cidade e as serras,A cidade e as serras,,ISBN não encontrado,,b1
9788556520654,O orangotango marxista,,Narrativa em portugues.,['Marcelo Rubens Paiva'],f3
Auto da barca do inferno,Auto da barca do inferno,,ISBN não encontrado,,b1
Dom Casmurro,Dom Casmurro,,ISBN não encontrado,,b1
9788556710123,Minha Luta: Adolf Hitler Mein Kampf parte II,,Bibliografias e catálogos,[],f3
Helena,Helena,,ISBN não encontrado,,b1
Tereza Batista cansada de guerra,Tereza Batista cansada de guerra,,ISBN não encontrado,,b1
O Homem Que Calculava,O Homem Que Calculava,,ISBN não encontrado,,f3
9788493127893,9788493127893,,ISBN não encontrado,,f3
Cuaderno de Viajes de Ciruelo,Cuaderno de Viajes de Ciruelo,,ISBN não encontrado,,f3
9788520920343,O CAÇADOR DE PIPAS: AVON,,Outras literaturas; literaturas de outros idiomas,['KHALED HOSSEINI'],f3
9788525432186,Sapiens: uma breve história da humanidade,,Genética e evolução,['Yuval Noah Harari'],f3
9788577991075,O lobo da estepe,,Literatura alemã (inclui todos os países de língua alemã),['Hermann Hesse'],f3
Dante,Dante,,ISBN não encontrado,,c1
Petrarca,Petrarca,,ISBN não encontrado,,c1
Boccaccio,Boccaccio,,ISBN não encontrado,,c1
Gil Vicente,Gil Vicente,,ISBN não encontrado,,c1
Maquiavel,Maquiavel,,ISBN não encontrado,,c1
Santa Terra,Santa Terra,,ISBN não encontrado,,c1
Camoes,Camoes,,ISBN não encontrado,,c1
Tasso,Tasso,,ISBN não encontrado,,c1
Cervantes,Cervantes,,ISBN não encontrado,,c1
Lope de Vega,Lope de Vega,,ISBN não encontrado,,c1
Shakespeare,Shakespeare,,ISBN não encontrado,,c1
Milton,Milton,,ISBN não encontrado,,c1
Voltaire,Voltaire,,ISBN não encontrado,,c1
Padre Antonio Vieira,Padre Antonio Vieira,,ISBN não encontrado,,c1
Moliere,Moliere,,ISBN não encontrado,,c1
Goethe,Goethe,,ISBN não encontrado,,c1
Schiller,Schiller,,ISBN não encontrado,,c1
Bocage,Bocage,,ISBN não encontrado,,c1
Byron,Byron,,ISBN não encontrado,,c1
Balzac,Balzac,,ISBN não encontrado,,c1
Victor Hugo,Victor Hugo,,ISBN não encontrado,,c1
Edgar Poe,Edgar Poe,,ISBN não encontrado,,c1
Tolstoi,Tolstoi,,ISBN não encontrado,,c1
Baudelarde,Baudelarde,,ISBN não encontrado,,c1
Machado de Assis,Machado de Assis,,ISBN não encontrado,,c1
9788580415544,O guia definitivo do mochileiro das galáxias,,Literatura inglesa (inclui literatura do Canadá),['Douglas Adams'],f3
9788575227183,Introdução à programação com Python: algoritmos e lógica de programação para iniciantes,,Generalidades,['Nilo Ney Coutinho Menezes'],f1
microondas livro de receitas,microondas livro de receitas,,ISBN não encontrado,,f3
9788525056412,9788525056412,,ISBN não encontrado,,f3
Atlas Mundial do Vinho,Atlas Mundial do Vinho,,ISBN não encontrado,,f3
9788504017076,Dona Benta Comer Bem,,Assunto não informado,['Dona Benta'],f3
9788576350309,9788576350309,,ISBN não encontrado,,f3
o melhor da musica popular brasileira,o melhor da musica popular brasileira,,ISBN não encontrado,,c2
Larousse do Vinho,Larousse do Vinho,,ISBN não encontrado,,f3
9788538024989,Jogando com a música - Explorando a natureza da música,,Coleções de obras diversas sem assunto específico,"['Elisabeth Vilaplana', 'Roser Cabaces']",c2
9788415372820,9788415372820,,ISBN não encontrado,,f3
Cupcakes 50 recetas fáciles,Cupcakes 50 recetas fáciles,,ISBN não encontrado,,f3
9788538025573,Jogando com a música 2,Explorando os caminhos da música,Coleções de obras diversas sem assunto específico,"['Elisabet Vilaplana', 'Roser Cabaces']",c2
9788535401165,9788535401165,,ISBN não encontrado,,c2
O tao da musica,O tao da musica,,ISBN não encontrado,,c2
9788536406107,AMADEUS,CINEMATECA VEJA,Generalidades,[],c2
9788536406626,COMO ROUBAR UM MILHÃO DE DÓLARES,CINEMATECA VEJA,Jornalismo; Publicidade; Jornais,"['EDITORA ABRIL S', 'A']",c2
Alimentos Saudáveis Alimentos Perigosos,Alimentos Saudáveis Alimentos Perigosos,,ISBN não encontrado,,f3
9788536407296,9788536407296,,ISBN não encontrado,,c2
9788576833895,Angry Birds: o livro de receitas dos porcos malvados,,Generalidades,['Rovio'],f3
O fugitivo,O fugitivo,,ISBN não encontrado,,c2
9788536407395,CINEMATECA: BONNIECLYDE,CINEMATECA VEJA,Jornalismo; Publicidade; Jornais,"['EDITORA ABRIL S', 'A']",c2
9788504017076,Dona Benta Comer Bem,,Assunto não informado,['Dona Benta'],f3
9788536407418,CINEMATECA: O EXORCISTA,CINEMATECA VEJA,Jornalismo; Publicidade; Jornais,"['EDITORA ABRIL S', 'A']",c2
7893614052205,7893614052205,,ISBN não encontrado,,c2
A morte pede carons,A morte pede carons,,ISBN não encontrado,,c2
9788536813776,Enciclopédia da cozinha,,Outras literaturas; literaturas de outros idiomas,"['Lincoln Jefferson', 'Linda Doeser']",f3
9788536406145,INSTINTO SELVAGEM,CINEMATECA VEJA,Generalidades,[],c2
9788536406053,INTRIGA INTERNACIONAL,CINEMATECA VEJA,Generalidades,[],c2
9788578812157,O perigo do glúten: descubra como ele afeta a sua saúde e previna-se contra seus efeitos,,Medicina e saúde,"['James Braly ', 'Ron Hoggan']",f3
A grande arte na pintura 1,A grande arte na pintura 1,,ISBN não encontrado,,c2
A grande arte na pintura 2,A grande arte na pintura 2,,ISBN não encontrado,,c2
A grande arte na pintura 3,A grande arte na pintura 3,,ISBN não encontrado,,c2
Genesis Sebastiao Salgado,Genesis Sebastiao Salgado,,ISBN não encontrado,,c2
Escher,Escher,,ISBN não encontrado,,c2
9783822868645,9783822868645,,ISBN não encontrado,,c2
Magritte,Magritte,,ISBN não encontrado,,c2
9783836558075,9783836558075,,ISBN não encontrado,,c2
Klint,Klint,,ISBN não encontrado,,c2
9780465026562,9780465026562,,ISBN não encontrado,,c2
Eternal Golden Braid,Eternal Golden Braid,,ISBN não encontrado,,c2
Gaudi,Gaudi,,ISBN não encontrado,,c2
Monet,Monet,,ISBN não encontrado,,c2
Rodin,Rodin,,ISBN não encontrado,,c2
Klee,Klee,,ISBN não encontrado,,c2
Leonardo,Leonardo,,ISBN não encontrado,,c2
Coleçao Capa Dura Marvel8,Coleçao Capa Dura Marvel8,,ISBN não encontrado,,-
Coleçao Capa Dura Marvel9,Coleçao Capa Dura Marvel9,,ISBN não encontrado,,-
Coleçao Capa Dura Marvel12,Coleçao Capa Dura Marvel12,,ISBN não encontrado,,-
9788578671624,Vampirella grandes mestres,"Arte, Terror, Quadrinhos",Cartoons; caricaturas e quadrinhos,[],-
Grandes obras Niestzsche,Grandes obras Niestzsche,,ISBN não encontrado,,c2
Flash a guerra dos gorilas,Flash a guerra dos gorilas,,ISBN não encontrado,,c2
9788539303595,Minhas invenções: a autobiografia de Nikola Tesla,,Engenharia,['Nikola Tesla'],c2
9788520923085,O que é arte? : a polêmica visão do autor de guerra e paz,,História da arte,['Leon Tolstói'],c2
9788520923337,9788520923337,,ISBN não encontrado,,c2
9788535903003,9788535903003,,ISBN não encontrado,,c2
9788501058201,9788501058201,,ISBN não encontrado,,c2
9788520935156,Física em 12 lições: fáceis e não tão fáceis,Clássicos de Ouro,Física,['Richard P. Feynman'],c2
9788573747393,9788573747393,,ISBN não encontrado,,c2
9788574130354,9788574130354,,ISBN não encontrado,,c2
9788592826000,O Brasil que queremos,,Ciência política,[],c2
9788576572589,Eu estou vivo e vocês estão mortos,,Biografias,['Emmanuel Carrere'],c2
9788550801087,Independência financeira,Pai rico,Administração e serviços auxiliares,"['Robert T. Kiyosaki', 'Sharon L. Lechter']",c2
9788533608207,9788533608207,,ISBN não encontrado,,c2
9788574749150,A finança digitalizada: capitalismo financeiro e revolução informacional,,Economia,['Edemilson Paraná'],c2
9788593828621,Valsa brasileira: do boom ao caos econômico,,Economia,['Laura Carvalho'],c2
9788522448845,LAVAGEM DE CAPITAIS E PARAÍSOS FISCAIS,,Direito,['EDSON PINTO'],c2
9788520004685,9788520004685,,ISBN não encontrado,,c2
9788582850121,Fora da curva: os segredos dos grandes investidores do Brasil — e o que você pode aprender com eles,,Economia financeira,['Florian Bartunek et al'],c2
9788579173684,A resistência ao golpe de 2016,,Direito,[],c2
9788585938857,Golpe 16,,Ciência política,[],c2
9788573120448,9788573120448,,ISBN não encontrado,,-
9788573120448,9788573120448,,ISBN não encontrado,,-
9788542206890,Made in Macaíba,,Outras literaturas; literaturas de outros idiomas,['Miguel Nicolelis'],-
9788542206890,Made in Macaíba,,Outras literaturas; literaturas de outros idiomas,['Miguel Nicolelis'],-
9788542206890,Made in Macaíba,,Outras literaturas; literaturas de outros idiomas,['Miguel Nicolelis'],-
9788522100781,9788522100781,,ISBN não encontrado,,-
9788535203714,9788535203714,,ISBN não encontrado,,-
9788586948145,9788586948145,,ISBN não encontrado,,-
9788522431670,9788522431670,,ISBN não encontrado,,-
9781250231987,9781250231987,,ISBN não encontrado,,-
9788501027191,9788501027191,,ISBN não encontrado,,-
9788579308512,Manual de persuasão do FBI,,Literatura americana,"['Jack Shafer', 'Marvin Karlins']",-
9188542817759,9188542817759,,ISBN não encontrado,,-
9788547000080,Mais rápido e melhor: os segredos da produtividade na vida e nos negócios,,Psicologia comportamental,['Charles Duhigg'],-
9788532510488,9788532510488,,ISBN não encontrado,,-
9788535907445,9788535907445,,ISBN não encontrado,,-
9788561501983,A privataria tucana: os documentos secretos e a verdade sobre o maior assalto ao patrimônio público brasileiro: a fantástica viagem das fortunas tucanas até o paraíso fiscal das Ilhas Virgens Britânicas: e a história de como o PT sabotou o PT...,,Ciência política,['Amaury Ribeiro Jr.'],-
9788567389905,Inevitável: as 12 forças tecnológicas que mudarão nosso mundo,,Administração e serviços auxiliares,['Kevin Kelly'],-
9788577345885,A tolice da inteligência brasileira,,Organizações gerais (academias; fundações; associações),['Jessé de Souza'],-
9788573261615,9788573261615,,ISBN não encontrado,,-
9788544105375,A elite do atraso,,Outras literaturas; literaturas de outros idiomas,['Jessé Souza'],-
9788542214611,9788542214611,,ISBN não encontrado,,-
9788535930917,21 lições para o século 21,,História do mundo,['Yuval Noah Harari'],-
